Date,Revenue_USD,Units_Sold,Retail_Price,Online_Sales_Percentage,Month_Num,Year
1900-06-01,12629076.284067126,71369.62563027635,188.15003330217453,74.76069632581365,6,1900
1900-06-02,14101928.580733653,77264.48913280628,185.5342271501096,75.08966386764673,6,1900
1900-06-03,16715216.504223244,69984.70048763548,181.95968926882242,71.39142479866281,6,1900
1900-06-04,15104311.22314311,69948.39580225684,174.39309030044816,75.20072398380493,6,1900
1900-06-05,13683643.785220016,71247.6658173011,187.0434188012179,76.16625540933204,6,1900
1900-06-06,15057257.961748842,72033.71019255627,186.13449058217412,76.19518342350732,6,1900
1900-06-07,15744502.460155781,74691.05046494913,190.69063424828872,72.06172211915688,6,1900
1900-06-08,13076056.595148021,86099.0361571252,190.4098199364619,73.05289702822245,6,1900
1900-06-09,13221953.553617641,85255.59604330696,174.06015457539473,66.93419452298276,6,1900
1900-06-10,16148743.08911641,71608.1665239858,178.82554053627834,73.46368837076638,6,1900
1900-06-11,16647148.9728849,73761.76500073752,190.2020180849534,72.96411653510667,6,1900
1900-06-12,12849729.032319684,77372.17190408794,174.20556314738946,63.262857944498734,6,1900
1900-06-13,16279013.070069535,77478.32718964551,172.20081190439996,67.82430799030703,6,1900
1900-06-14,15211623.171354005,81717.89758064618,189.38393357235898,66.74905910903739,6,1900
1900-06-15,14910913.831187049,72775.58845099725,186.50242301440008,76.93050406004804,6,1900
1900-06-16,16689973.981062036,74132.96332886064,179.23884641591022,71.13178396129895,6,1900
1900-06-17,14584295.445897082,86760.98370164112,185.1581726873476,63.63579161053592,6,1900
1900-06-18,13470009.567714559,71800.54237591916,184.6571829724936,74.2659297764627,6,1900
1900-06-19,13145305.87872894,73929.5557409216,186.06207624578784,71.69448008782052,6,1900
1900-06-20,14894632.385110842,83243.75797047203,185.90538241329753,69.67218511696402,6,1900
1900-06-21,16123133.832865316,72354.9072745592,188.31518346367096,66.24093353841076,6,1900
1900-06-22,13708404.300787691,76932.6902005626,182.19589410065882,73.82657399194017,6,1900
1900-06-23,12859143.20181676,76404.89658955912,184.48356818316486,74.99363421089852,6,1900
1900-06-24,16567480.322308969,78462.40010032173,184.0172709115221,70.69412600942064,6,1900
1900-06-25,12790927.779113665,72017.47509576769,179.48874135158408,75.50309049792212,6,1900
1900-06-26,16701454.83424672,90336.8214406633,189.0906677470823,64.42869495853013,6,1900
1900-06-27,13104593.274712956,74625.96021529679,190.6327914243544,66.24725419072584,6,1900
1900-06-28,15430728.715508554,79873.10206723463,180.13710843252576,76.30519507929974,6,1900
1900-06-29,14147850.76176157,89361.74258097261,173.2947268014538,69.60737158552939,6,1900
1900-06-30,14447639.981375335,76532.0292314985,179.8279225804829,64.77653877809729,6,1900
1900-07-01,12745440.768815227,79845.31356693759,181.69740449322921,69.10057768952511,7,1900
1900-07-02,16262006.40774083,86583.69154127405,188.20130603111738,65.41588200509688,7,1900
1900-07-03,13802948.836191831,82872.23993894672,171.51478425292893,64.50467684452357,7,1900
1900-07-04,15553854.530258857,79043.67746466734,175.1052885497941,67.98645034091888,7,1900
1900-07-05,13601278.467771262,90779.70735510423,179.45748816480275,76.36512258967319,7,1900
1900-07-06,14848296.480233315,75466.96208612535,174.43729078730325,66.62369234939509,7,1900
1900-07-07,16033150.258992486,74421.05237024692,175.2159673956062,70.39920921877348,7,1900
1900-07-08,13948463.155625649,78122.06897366521,177.37755054013417,64.15612444961317,7,1900
1900-07-09,14239145.37826057,77313.01105805175,185.7079617334898,72.61511864955509,7,1900
1900-07-10,14796303.222211074,80273.65532362499,172.83717488004436,72.77365121118468,7,1900
1900-07-11,13188242.816759799,76018.92649855492,186.47679539775424,63.19396332695582,7,1900
1900-07-12,13117009.122070735,79697.40154706861,185.9960657326895,63.19326376180455,7,1900
1900-07-13,13275620.440507663,81367.67677968497,178.9664041834702,69.65378841729049,7,1900
1900-07-14,13528448.90528473,77022.19272752405,171.92164478622615,63.806046900221354,7,1900
1900-07-15,13689516.676918462,87611.14889875046,172.45193433187146,74.21009521333588,7,1900
1900-07-16,16514620.986359932,77066.03145606634,187.27471062799023,68.63478018599723,7,1900
1900-07-17,15186830.661051683,82747.7969905106,179.24679896751044,65.89669456172972,7,1900
1900-07-18,14548743.673373425,79390.32597762383,177.58997792258015,73.42662879528314,7,1900
1900-07-19,13587112.759955475,86107.64055994009,172.80754516065565,76.26320798183114,7,1900
1900-07-20,15058661.603383226,75592.3707290763,175.4381750466583,72.68365616851955,7,1900
1900-07-21,13360141.360008946,86977.35151091106,181.88792222239488,69.49406154113444,7,1900
1900-07-22,15815136.108396506,68109.40839335253,189.73017269733035,75.6983054439458,7,1900
1900-07-23,12879496.323026825,75704.9217280733,180.84174152986944,74.18716132093805,7,1900
1900-07-24,14826475.708188357,77074.87076813288,181.3246024946542,67.98135244177553,7,1900
1900-07-25,14784874.98906608,80875.11555915637,176.62327730149352,76.96190514727355,7,1900
1900-07-26,13244843.519324211,74188.63439922842,184.02394796552548,66.53272354256265,7,1900
1900-07-27,14948724.430133099,77907.12934205864,180.33578665993937,75.45265010895227,7,1900
1900-07-28,16691405.573536973,73330.86949982225,180.84388421610922,75.48084389711764,7,1900
1900-07-29,13924081.416770909,69488.84051086301,177.37862055694737,71.83522398432675,7,1900
1900-07-30,15399560.737471415,73963.08442544941,175.7128680322284,67.79195883623296,7,1900
1900-07-31,14591832.801882168,89027.35184682407,179.24874530561078,72.00277478866654,7,1900
1900-08-01,15842125.378429823,74575.25721289468,180.68080351893167,71.80133220894434,8,1900
1900-08-02,13637118.474366687,87073.31201816819,172.507365294966,75.95927198599207,8,1900
1900-08-03,12909833.78883693,76209.35533352893,171.69169582862784,75.2081233362001,8,1900
1900-08-04,16601814.614697834,79029.81752171458,183.77399448725592,76.90449897723383,8,1900
1900-08-05,15051390.776696056,80841.24342729169,177.13691269195402,70.82246518507877,8,1900
1900-08-06,15467299.27845193,80441.98342712241,173.99042611903235,70.93983433868976,8,1900
1900-08-07,13832959.350355905,83557.81986455587,182.32743633030648,76.95081759158624,8,1900
1900-08-08,14248710.965314353,68505.8481304406,174.26207304916846,76.28763221722717,8,1900
1900-08-09,14830654.76091559,79965.40990041243,182.80058934234415,67.00254881341596,8,1900
1900-08-10,16529443.786184888,86123.2910871105,182.60931438821456,72.00584070875372,8,1900
1900-08-11,16294893.681763195,81830.35838130633,180.85408744951977,74.41051978808419,8,1900
1900-08-12,15887175.395908887,75924.43147179172,179.0329525816597,75.06670980784837,8,1900
1900-08-13,14532177.123217747,72022.77485044,176.38674239961543,68.52606027761556,8,1900
1900-08-14,14905220.426244423,79345.87669970375,185.06881612609956,74.6270226000601,8,1900
1900-08-15,14854525.02677345,68461.55620904056,182.86786025657997,74.61621863336067,8,1900
1900-08-16,16394815.971727714,75483.25858939756,171.35319002945002,67.76214491290507,8,1900
1900-08-17,13116072.434834855,90218.18053992254,172.86140083895262,74.62323777186762,8,1900
1900-08-18,12984416.315646954,68561.24283852498,174.58722443754831,74.19278184150953,8,1900
1900-08-19,13648870.37642411,73536.66933006755,184.99914185313523,74.67639088855874,8,1900
1900-08-20,13330869.863211414,80561.16525200044,179.150582904722,71.67513632955189,8,1900
1900-08-21,12747858.362905584,75856.85844970061,188.37912396933197,68.09858595596569,8,1900
1900-08-22,14229894.337607736,88255.04123403462,180.56389191121048,65.88731493383985,8,1900
1900-08-23,13268066.423663829,71444.71259393569,189.48407153864966,72.20929423956248,8,1900
1900-08-24,15038058.046301417,90530.84445770296,187.08969437544022,76.29752405840095,8,1900
1900-08-25,13706083.05257524,77952.72503108531,189.48207888845656,75.99431009830596,8,1900
1900-08-26,13654863.620340299,83091.35649379468,181.92908284521724,74.26899743174755,8,1900
1900-08-27,13159457.579911893,72176.3149946287,184.11201852500793,72.50169041644615,8,1900
1900-08-28,13514710.747814998,84307.90313207103,185.62508725146296,64.02823386043339,8,1900
1900-08-29,15419846.911308251,89893.47326456463,175.42049539453114,75.36331891097326,8,1900
1900-08-30,16420329.54891005,81327.69285796373,181.56467721535319,70.09033952171404,8,1900
1900-08-31,16103798.705012646,70374.52470771663,173.0977056775344,74.69465343036175,8,1900
1900-09-01,16585510.699745595,76515.67738791356,172.03305730520214,74.93402470864868,9,1900
1900-09-02,13508397.96158215,78597.14391530275,183.8543212384629,63.62651055207018,9,1900
1900-09-03,16517625.197512364,67689.02734654781,178.39831112963225,71.60483664354838,9,1900
1900-09-04,15456084.904497271,83582.3874650137,172.130720815058,69.46172699364739,9,1900
1900-09-05,14036753.86622034,89225.22420646217,187.42976080443614,75.9362066418764,9,1900
1900-09-06,14401944.123162286,83908.01943954027,173.45613139791874,71.92787912840747,9,1900
1900-09-07,15250186.7306425,67656.01498897826,188.1257996168966,73.27704996669908,9,1900
1900-09-08,15129164.115237057,84279.08462683398,171.53833475455872,63.35860904421928,9,1900
1900-09-09,12628704.317201594,75757.52626265968,184.70462746901194,69.07856958518946,9,1900
1900-09-10,13431304.91377443,69633.67732814848,178.69488531912788,72.60340831631675,9,1900
1900-09-11,12726816.222051384,70337.56248026842,187.06735116264807,76.44957712850416,9,1900
1900-09-12,13304537.40961161,78637.71331121266,179.48417799095088,68.76241821782463,9,1900
1900-09-13,14538428.395525055,69959.35441729297,189.22656557571918,76.64665994360236,9,1900
1900-09-14,13557821.333952371,74268.38794266435,172.76196998132187,76.18728293949007,9,1900
1900-09-15,15112207.182297401,81560.24751276101,178.26550444953207,76.65711605417516,9,1900
1900-09-16,14669444.403684448,83165.64889364672,171.4185625422747,76.95179660294819,9,1900
1900-09-17,15864127.576230183,71391.33497515995,190.39817386398477,65.78932050212175,9,1900
1900-09-18,12754718.685307154,82909.40993072692,188.49574956949198,64.90244440172133,9,1900
1900-09-19,13603588.439739453,88596.68446974066,178.41388465736594,64.72511631466661,9,1900
1900-09-20,13532962.222465731,71857.46662791086,180.28478942966987,65.37924247818373,9,1900
1900-09-21,15644531.780348307,76490.07696070737,189.95443202154775,71.14469763230399,9,1900
1900-09-22,16712935.15458721,75975.01522219779,182.23186029899156,66.45661720189855,9,1900
1900-09-23,13247139.67021447,77327.84402887107,182.44208859069397,65.07426592063132,9,1900
1900-09-24,14913971.564033763,74082.99705987715,173.42576086442688,68.99481221807376,9,1900
1900-09-25,16391756.78366827,88401.44760029747,176.3274079194454,69.65486857628389,9,1900
1900-09-26,14889310.569761436,82200.91508699988,179.83217578375317,75.17584295182371,9,1900
1900-09-27,15337392.224379895,70601.78320132966,185.9722556225314,72.6448128119001,9,1900
1900-09-28,12743376.594177874,79027.52704980972,173.5947624945139,72.06929387201649,9,1900
1900-09-29,13762872.252432838,82852.48029211765,177.73684304424745,75.32620860133744,9,1900
1900-09-30,13604392.664087843,90969.85820082777,183.62254391968665,67.21557856614976,9,1900
1900-10-01,16278953.80590935,70637.58075298769,180.19369908627095,75.61748031300334,10,1900
1900-10-02,15768064.30327659,82510.39179484412,184.9374530658902,74.7015305702112,10,1900
1900-10-03,14376300.852014467,75450.31079299799,182.74105965996455,72.76653202757765,10,1900
1900-10-04,12723445.90227528,78425.59782950795,172.2333546284844,71.39609517267424,10,1900
1900-10-05,12964430.543227766,77167.77340808521,176.15340635853374,76.5509047684299,10,1900
1900-10-06,15703648.710318992,77942.79080225702,181.0408415576202,68.54431949973916,10,1900
1900-10-07,13195735.320508534,89035.65293701849,183.50226319293353,74.21197613591379,10,1900
1900-10-08,15325863.316787252,71797.89674061685,175.21000296607002,66.80094933929087,10,1900
1900-10-09,14380379.110144949,85834.09795687211,189.3972124962658,63.088400770118085,10,1900
1900-10-10,14220265.97265014,74370.31283500271,172.89953957690122,64.17189375890949,10,1900
1900-10-11,14344569.130815893,73163.78818059759,186.71162559868986,66.56401587740906,10,1900
1900-10-12,15561548.860893458,80620.03869633109,180.1843028064878,73.70213312175609,10,1900
1900-10-13,13154732.037325058,72606.3594239942,177.27647181689582,74.52935054189209,10,1900
1900-10-14,16544740.325729968,68355.90290094228,175.2112532035854,65.18456199207478,10,1900
1900-10-15,15430180.343427407,80873.43064195034,183.41215350556885,70.87037766062693,10,1900
1900-10-16,15386963.854437683,68070.17254246847,171.9883120215641,76.22070607998621,10,1900
1900-10-17,15080150.631930847,89356.28051281086,181.93372100233586,68.32633447125598,10,1900
1900-10-18,13719008.396359934,75390.68842468003,190.08936887928243,65.37930603525236,10,1900
1900-10-19,15988697.866138242,88561.93247022702,187.11353378919094,69.63444470418669,10,1900
1900-10-20,15472580.080937902,78320.27430967518,178.63616544607441,65.58640974752295,10,1900
1900-10-21,15061071.726030428,76344.00540973751,176.5559540568963,64.32791566144765,10,1900
1900-10-22,15632890.93372127,84989.52005806765,175.63752176102824,64.94545825583928,10,1900
1900-10-23,15027006.000166772,68415.84895096754,171.73884115319865,63.0684228903861,10,1900
1900-10-24,12807284.623245817,78470.73202649335,173.16457825857998,67.93057424215044,10,1900
1900-10-25,16351283.66282219,87750.83711735923,172.39145779193893,64.33206529072409,10,1900
1900-10-26,15032414.532381032,69571.5121184801,186.82546060457884,70.12087169958836,10,1900
1900-10-27,13264779.269995024,87396.50540889881,185.36527437569535,71.1048343145221,10,1900
1900-10-28,14558715.735216375,74818.03547350643,177.75170080237942,67.21203691215071,10,1900
1900-10-29,14096562.43190046,82475.33502899483,180.2530571500975,65.83378221282551,10,1900
1900-10-30,16302902.143936325,79541.40256346145,186.0102316136136,75.18814168532226,10,1900
1900-10-31,14824552.09934551,89123.04411383174,183.04358095121597,71.74199300855324,10,1900
1900-11-01,14160912.473587418,84624.48192767808,182.3870591625748,74.17111432403739,11,1900
1900-11-02,13124957.731858952,74373.24813966248,172.6475040783564,70.25587211182933,11,1900
1900-11-03,14926769.46506142,77966.63019521866,187.41111743541103,65.1635873907593,11,1900
1900-11-04,13561009.725633057,86168.80701725787,187.2929138479734,63.856491591659434,11,1900
1900-11-05,14413127.834278742,73540.7262894269,187.27160018534047,66.07355617289146,11,1900
1900-11-06,13624437.696098592,75591.80542905771,172.60151233546443,76.37910260645258,11,1900
1900-11-07,15119612.020017378,75940.47454408143,190.3744545501673,65.46232687626085,11,1900
1900-11-08,14921096.295380956,76771.14633361698,181.71180183629622,67.7577024395324,11,1900
1900-11-09,12766700.646108698,83318.29119713907,187.46155599900789,71.02031379661531,11,1900
1900-11-10,14337799.400311848,86382.85899055941,177.40181147368136,74.81095202090016,11,1900
1900-11-11,16484061.750665443,90901.56223660968,183.09469531276937,75.55987713946755,11,1900
1900-11-12,16733173.128225816,84078.53823721495,190.03471986151735,74.04395629547086,11,1900
